what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1415177544264
error,log,,,"Core exception while retrieving the content description",1415177544268
error,log,,,"Core exception while retrieving the content description",1415177544273
error,log,,,"Core exception while retrieving the content description",1415177544289
error,log,,,"Core exception while retrieving the content description",1415177544294
error,log,,,"Core exception while retrieving the content description",1415177544298
error,log,,,"Core exception while retrieving the content description",1415177544301
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415177544398
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415177651464
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415177660430
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415177661748
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415177666732
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415177668327
error,log,,,"Core exception while retrieving the content description",1415177669293
error,log,,,"Core exception while retrieving the content description",1415177669298
error,log,,,"Core exception while retrieving the content description",1415177669308
error,log,,,"Core exception while retrieving the content description",1415177669311
error,log,,,"Core exception while retrieving the content description",1415177669318
error,log,,,"Core exception while retrieving the content description",1415177669335
error,log,,,"Core exception while retrieving the content description",1415177669340
error,log,,,"Core exception while retrieving the content description",1415177669349
error,log,,,"Core exception while retrieving the content description",1415177669355
error,log,,,"Core exception while retrieving the content description",1415177669361
error,log,,,"Core exception while retrieving the content description",1415177669403
error,log,,,"Core exception while retrieving the content description",1415177669408
error,log,,,"Core exception while retrieving the content description",1415177669411
error,log,,,"Core exception while retrieving the content description",1415177669416
error,log,,,"Core exception while retrieving the content description",1415177669421
error,log,,,"Core exception while retrieving the content description",1415177669427
error,log,,,"Core exception while retrieving the content description",1415177669431
error,log,,,"Core exception while retrieving the content description",1415177669437
error,log,,,"Core exception while retrieving the content description",1415177669441
error,log,,,"Core exception while retrieving the content description",1415177669445
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415177755842
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415177774125
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415177825754
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1415177833708
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415177835220
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1415177837069
error,log,,,"Core exception while retrieving the content description",1415177837247
error,log,,,"Core exception while retrieving the content description",1415177837251
error,log,,,"Core exception while retrieving the content description",1415177837258
error,log,,,"Core exception while retrieving the content description",1415177837262
