what,kind,bundleId,bundleVersion,description,time
error,log,,,"Core exception while retrieving the content description",1415193724114
error,log,,,"Core exception while retrieving the content description",1415193724125
error,log,,,"Core exception while retrieving the content description",1415193724129
error,log,,,"Core exception while retrieving the content description",1415193724134
error,log,,,"Core exception while retrieving the content description",1415193724142
error,log,,,"Core exception while retrieving the content description",1415193724147
error,log,,,"Core exception while retrieving the content description",1415193724154
error,log,,,"Core exception while retrieving the content description",1415193724159
error,log,,,"Core exception while retrieving the content description",1415193724162
error,log,,,"Core exception while retrieving the content description",1415193724262
error,log,,,"Core exception while retrieving the content description",1415193724266
error,log,,,"Core exception while retrieving the content description",1415193724275
error,log,,,"Core exception while retrieving the content description",1415193724279
error,log,,,"Core exception while retrieving the content description",1415193724284
error,log,,,"Core exception while retrieving the content description",1415193724289
error,log,,,"Core exception while retrieving the content description",1415193724293
error,log,,,"Core exception while retrieving the content description",1415193724298
error,log,,,"Core exception while retrieving the content description",1415193724302
error,log,,,"Core exception while retrieving the content description",1415193724307
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415193727664
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415193727844
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1415193733978
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415193738605
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415193814698
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1415193816371
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415193818185
closed,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415193818185
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415193819804
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1415193827005
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415193840995
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415193843840
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415193954482
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415193959890
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415193968618
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415193985003
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415193987309
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1415194001676
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1415194004027
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1415194008024
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1415194019756
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415194024177
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1415194032852
error,log,,,"Core exception while retrieving the content description",1415194037222
error,log,,,"Core exception while retrieving the content description",1415194037226
error,log,,,"Core exception while retrieving the content description",1415194037231
error,log,,,"Core exception while retrieving the content description",1415194037236
error,log,,,"Core exception while retrieving the content description",1415194037241
error,log,,,"Core exception while retrieving the content description",1415194037723
error,log,,,"Core exception while retrieving the content description",1415194037727
error,log,,,"Core exception while retrieving the content description",1415194037736
error,log,,,"Core exception while retrieving the content description",1415194037740
error,log,,,"Core exception while retrieving the content description",1415194037744
error,log,,,"Core exception while retrieving the content description",1415194037752
error,log,,,"Core exception while retrieving the content description",1415194037756
error,log,,,"Core exception while retrieving the content description",1415194037764
error,log,,,"Core exception while retrieving the content description",1415194037768
error,log,,,"Core exception while retrieving the content description",1415194037773
error,log,,,"Core exception while retrieving the content description",1415194037861
error,log,,,"Core exception while retrieving the content description",1415194037866
error,log,,,"Core exception while retrieving the content description",1415194037871
error,log,,,"Core exception while retrieving the content description",1415194037874
error,log,,,"Core exception while retrieving the content description",1415194037878
error,log,,,"Core exception while retrieving the content description",1415194037882
error,log,,,"Core exception while retrieving the content description",1415194037885
error,log,,,"Core exception while retrieving the content description",1415194037890
error,log,,,"Core exception while retrieving the content description",1415194037894
error,log,,,"Core exception while retrieving the content description",1415194037897
activated,view,org.eclipse.ui.navigator.resources,3.4.300.v20110928-1505,"org.eclipse.ui.navigator.ProjectExplorer",1415194042987
opened,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415194047150
activated,editor,org.eclipse.jst.jsp.ui,1.1.602.v201112071516,"org.eclipse.jst.jsp.core.jspsource.source",1415194047273
